"muni_code","muni_name","total","h_u25","h_25_40","h_a40","m_u25","m_25_40","m_a40","agricultura","industria","construccion","servicios","sin_empleo_anterior","prov"
19333,"zaorejas",6,NA,1,3,1,NA,1,1,NA,2,3,NA,"guadalajara"
19334,"zarzuela de jadraque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"guadalajara"
19335,"zorita de los canes",5,NA,1,3,NA,0,1,NA,NA,3,2,NA,"guadalajara"
21001,"alajar",108,3,13,36,4,20,32,4,5,3,91,5,"huelva"
21002,"aljaraque",1733,63,252,311,54,552,501,161,86,122,1242,122,"huelva"
21003,"almendro, el",69,5,9,14,1,17,23,11,4,1,52,1,"huelva"
21004,"almonaster la real",139,5,24,34,5,31,40,7,6,55,61,10,"huelva"
21005,"almonte",2195,94,389,417,86,639,570,1007,60,149,908,71,"huelva"
21006,"alosno",393,13,60,95,15,102,108,52,27,28,273,13,"huelva"
21007,"aracena",840,30,127,171,28,238,246,55,47,118,558,62,"huelva"
21008,"aroche",165,10,30,36,18,35,36,41,8,9,100,7,"huelva"
21009,"arroyomolinos de leon",125,4,17,18,7,35,44,9,9,6,86,15,"huelva"
21010,"ayamonte",2088,91,376,447,102,567,505,240,78,147,1519,104,"huelva"
21011,"beas",337,13,63,83,17,93,68,88,21,25,185,18,"huelva"
21012,"berrocal",34,1,7,13,NA,5,8,1,0,3,30,NA,"huelva"
21013,"bollullos par del condado",871,41,188,239,40,199,164,165,33,112,493,68,"huelva"
21014,"bonares",255,14,53,76,21,48,43,56,23,35,128,13,"huelva"
21015,"cabezas rubias",53,3,7,9,3,15,16,4,0,1,48,0,"huelva"
21016,"cala",188,6,27,25,6,60,64,11,3,10,152,12,"huelva"
21017,"calanas",403,11,50,98,16,108,120,59,16,26,270,32,"huelva"
21018,"campillo, el",237,8,47,56,11,41,74,31,9,6,156,35,"huelva"
21019,"campofrio",75,2,11,13,4,19,26,13,6,5,49,2,"huelva"
21020,"canaveral de leon",34,2,10,6,1,8,7,3,2,5,20,4,"huelva"
21021,"cartaya",1296,57,240,295,58,354,292,375,38,101,730,52,"huelva"
21022,"castano del robledo",29,0,3,13,1,7,5,1,0,4,24,0,"huelva"
21023,"cerro de andevalo, el",208,7,25,49,12,60,55,18,9,13,157,11,"huelva"
21030,"chucena",109,11,20,22,14,24,18,19,3,10,69,8,"huelva"
21024,"corteconcepcion",64,3,15,18,2,12,14,4,6,8,43,3,"huelva"
21025,"cortegana",380,9,61,86,16,109,99,35,23,111,178,33,"huelva"
21026,"cortelazor",42,2,7,7,1,12,13,4,4,16,18,NA,"huelva"
21027,"cumbres de enmedio",8,2,NA,3,NA,1,2,NA,NA,7,1,NA,"huelva"
21028,"cumbres de san bartolome",36,2,6,7,2,6,13,6,3,3,20,4,"huelva"
21029,"cumbres mayores",156,5,13,37,11,29,61,10,27,16,90,13,"huelva"
21031,"encinasola",103,6,17,26,4,20,30,10,4,20,60,9,"huelva"
21032,"escacena del campo",141,4,33,29,18,43,14,27,3,12,90,9,"huelva"
21033,"fuenteheridos",70,2,10,20,2,20,16,12,1,10,45,2,"huelva"
21034,"galaroza",133,4,20,27,6,33,43,7,13,9,101,3,"huelva"
21035,"gibraleon",1143,43,183,253,37,346,281,228,52,122,663,78,"huelva"
21036,"granada de rio-tinto, la",27,1,4,5,1,8,8,1,1,NA,24,1,"huelva"
21037,"granado, el",50,3,4,23,2,9,9,5,1,4,39,1,"huelva"
21038,"higuera de la sierra",157,13,27,33,4,40,40,10,7,31,101,8,"huelva"
21039,"hinojales",23,1,4,3,2,8,5,2,2,12,6,1,"huelva"
21040,"hinojos",245,20,39,48,14,75,49,65,27,11,137,5,"huelva"
21041,"huelva",16461,573,2889,3271,570,4590,4568,2063,725,1201,10837,1635,"huelva"
21042,"isla cristina",2495,130,503,528,129,664,541,613,74,156,1470,182,"huelva"
21043,"jabugo",206,3,26,40,12,44,81,15,41,8,136,6,"huelva"
21044,"lepe",2346,93,483,455,106,679,530,522,62,154,1513,95,"huelva"
21045,"linares de la sierra",29,0,5,12,0,6,6,1,NA,24,4,NA,"huelva"
21046,"lucena del puerto",146,12,32,34,7,43,18,64,5,13,58,6,"huelva"
21047,"manzanilla",126,6,30,37,8,25,20,28,7,24,62,5,"huelva"
21048,"marines, los",46,3,8,10,1,16,8,6,1,3,34,2,"huelva"
21049,"minas de riotinto",398,16,57,97,25,101,102,41,24,16,271,46,"huelva"
21050,"moguer",1205,75,234,239,49,346,262,429,91,155,476,54,"huelva"
21051,"nava, la",38,2,9,12,1,6,8,1,1,5,30,1,"huelva"
21052,"nerva",611,26,97,131,26,141,190,86,36,37,372,80,"huelva"
21053,"niebla",415,21,71,91,9,114,109,74,21,36,264,20,"huelva"
21054,"palma del condado, la",862,39,145,180,39,231,228,145,24,42,593,58,"huelva"
21055,"palos de la frontera",813,26,175,145,35,221,211,210,53,43,479,28,"huelva"
21056,"paterna del campo",159,12,29,41,11,45,21,37,4,12,99,7,"huelva"
21057,"paymogo",105,6,21,20,5,36,17,26,2,12,56,9,"huelva"
21058,"puebla de guzman",275,9,44,73,8,75,66,34,10,20,204,7,"huelva"
21059,"puerto moral",38,3,4,9,2,10,10,3,0,5,28,2,"huelva"
21060,"punta umbria",1922,76,366,392,61,530,497,196,70,146,1367,143,"huelva"
21061,"rociana del condado",583,22,107,139,30,148,137,287,12,48,222,14,"huelva"
21062,"rosal de la frontera",125,2,22,26,6,41,28,21,2,5,94,3,"huelva"
21063,"san bartolome de la torre",254,12,45,49,9,70,69,50,25,12,155,12,"huelva"
21064,"san juan del puerto",784,43,150,163,36,228,164,165,42,78,443,56,"huelva"
21065,"sanlucar de guadiana",24,NA,6,4,0,6,8,1,0,18,5,0,"huelva"
21066,"san silvestre de guzman",30,4,10,7,0,3,6,4,2,3,20,1,"huelva"
21067,"santa ana la real",51,0,9,12,2,14,14,0,1,17,29,4,"huelva"
21068,"santa barbara de casa",66,5,14,12,3,18,14,11,1,20,28,6,"huelva"
21069,"santa olalla del cala",194,6,23,25,7,75,58,18,6,3,159,8,"huelva"
21070,"trigueros",691,27,117,154,29,179,185,119,27,70,439,36,"huelva"
21071,"valdelarco",22,1,2,6,3,6,4,0,1,2,18,1,"huelva"
21072,"valverde del camino",1173,32,172,224,36,301,408,136,135,77,717,108,"huelva"
21073,"villablanca",171,11,32,34,8,41,45,43,7,6,104,11,"huelva"
21074,"villalba del alcor",323,20,49,84,14,79,77,35,16,44,210,18,"huelva"
21075,"villanueva de las cruces",38,1,8,6,2,15,6,4,2,2,29,1,"huelva"
21076,"villanueva de los castillejos",175,6,30,44,6,48,41,32,9,13,115,6,"huelva"
21077,"villarrasa",138,13,18,36,2,31,38,30,5,16,77,10,"huelva"
21078,"zalamea la real",314,16,51,71,2,86,88,30,13,34,207,30,"huelva"
21079,"zufre",94,1,15,15,7,30,26,8,3,15,65,3,"huelva"
22001,"abiego",3,NA,1,1,NA,1,NA,0,NA,1,1,1,"huesca"
22002,"abizanda",1,NA,0,NA,NA,NA,1,NA,NA,NA,1,NA,"huesca"
22003,"adahuesca",4,NA,1,NA,NA,2,1,1,NA,NA,3,NA,"huesca"
22004,"aguero",5,NA,0,3,NA,1,1,0,NA,NA,5,NA,"huesca"
22907,"ainsa-sobrarbe",89,1,15,20,3,22,28,2,3,7,76,1,"huesca"
22006,"aisa",6,1,0,0,1,2,2,1,0,NA,5,NA,"huesca"
22007,"albalate de cinca",39,1,6,8,1,10,13,9,7,2,19,2,"huesca"
22008,"albalatillo",3,NA,2,0,0,1,NA,1,1,NA,1,NA,"huesca"
22009,"albelda",13,1,2,3,NA,2,5,0,3,3,7,NA,"huesca"
22011,"albero alto",2,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,"huesca"
22012,"albero bajo",3,NA,1,1,NA,1,NA,0,1,NA,2,NA,"huesca"
22013,"alberuela de tubo",4,NA,NA,1,NA,1,2,NA,NA,NA,4,NA,"huesca"
22014,"alcala de gurrea",1,NA,0,NA,NA,0,1,NA,NA,NA,1,NA,"huesca"
22015,"alcala del obispo",11,NA,3,1,NA,3,4,NA,2,NA,9,NA,"huesca"
22016,"alcampell",27,NA,5,7,2,3,10,4,5,1,17,NA,"huesca"
22017,"alcolea de cinca",19,0,3,2,0,6,8,2,2,0,14,1,"huesca"
22018,"alcubierre",3,1,1,0,NA,0,1,0,0,1,2,NA,"huesca"
22019,"alerre",4,1,NA,1,NA,0,2,NA,1,NA,3,NA,"huesca"
22020,"alfantega",3,1,0,0,NA,1,1,NA,1,0,2,NA,"huesca"
22021,"almudevar",80,4,11,14,5,22,24,5,7,6,58,4,"huesca"
22022,"almunia de san juan",14,1,1,1,1,5,5,NA,3,1,7,3,"huesca"
22023,"almuniente",14,1,1,2,1,3,6,2,2,0,10,NA,"huesca"
22024,"alquezar",12,NA,2,4,NA,4,2,1,NA,3,8,NA,"huesca"
22025,"altorricon",33,2,4,9,1,11,6,12,1,2,17,1,"huesca"
22027,"angues",23,1,2,8,0,6,6,1,NA,3,19,0,"huesca"
22028,"anso",8,1,1,2,1,2,1,2,NA,1,5,NA,"huesca"
22029,"antillon",0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,"huesca"
22032,"aragues del puerto",5,1,1,1,NA,1,1,0,NA,NA,5,NA,"huesca"
22035,"aren",7,NA,NA,3,NA,2,2,2,NA,2,3,NA,"huesca"
22036,"argavieso",1,NA,NA,0,NA,NA,1,0,NA,NA,1,NA,"huesca"
22037,"arguis",4,NA,1,NA,NA,3,0,0,NA,1,3,NA,"huesca"
22039,"ayerbe",52,4,9,9,3,16,11,3,3,3,38,5,"huesca"
22040,"azanuy-alins",6,NA,0,3,NA,1,2,NA,NA,1,5,NA,"huesca"
22041,"azara",2,NA,1,1,NA,0,NA,NA,NA,NA,2,NA,"huesca"
22042,"azlor",2,NA,0,0,NA,1,1,0,NA,NA,2,NA,"huesca"
22043,"baells",2,0,1,NA,NA,1,0,NA,1,NA,1,NA,"huesca"
22044,"bailo",3,NA,NA,2,NA,1,0,1,NA,NA,2,NA,"huesca"
22045,"baldellou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"huesca"
22046,"ballobar",24,0,3,8,2,7,4,2,6,1,14,1,"huesca"
22047,"banastas",3,NA,0,1,1,0,1,NA,0,NA,2,1,"huesca"
22048,"barbastro",889,50,140,142,47,256,254,75,91,52,560,111,"huesca"
22049,"barbues",1,NA,0,1,NA,NA,NA,1,NA,0,NA,NA,"huesca"
22050,"barbunales",2,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,"huesca"
22051,"barcabo",2,NA,NA,2,NA,NA,NA,0,NA,NA,2,NA,"huesca"
22052,"belver de cinca",44,0,11,5,1,16,11,9,3,1,29,2,"huesca"
22053,"benabarre",36,1,8,6,1,10,10,5,2,4,24,1,"huesca"
22054,"benasque",38,NA,12,5,2,10,9,0,1,6,31,NA,"huesca"
22246,"beranuy",3,NA,NA,1,NA,NA,2,NA,1,NA,2,NA,"huesca"
22055,"berbegal",12,NA,1,2,NA,2,7,0,NA,2,10,NA,"huesca"
22057,"bielsa",10,1,3,1,0,4,1,0,1,NA,9,NA,"huesca"
22058,"bierge",13,NA,3,2,NA,6,2,1,0,NA,12,NA,"huesca"
22059,"biescas",51,4,12,13,3,11,8,2,2,8,38,1,"huesca"
22060,"binaced",43,2,3,7,2,14,15,5,6,5,24,3,"huesca"
22061,"binefar",443,32,74,78,25,135,99,78,65,24,250,26,"huesca"
22062,"bisaurri",1,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,"huesca"
22063,"biscarrues",2,NA,0,1,0,1,NA,NA,NA,0,2,NA,"huesca"
22064,"blecua y torres",2,NA,1,1,NA,0,NA,NA,NA,NA,2,NA,"huesca"
22066,"boltana",49,3,4,18,0,8,16,2,4,2,39,2,"huesca"
22067,"bonansa",2,NA,1,1,NA,0,NA,NA,NA,1,1,NA,"huesca"
22068,"borau",0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"huesca"
22069,"broto",22,2,7,5,1,5,2,2,NA,2,17,1,"huesca"
22072,"caldearenas",15,0,4,7,NA,2,2,1,2,4,6,2,"huesca"
22074,"campo",18,NA,2,3,3,6,4,NA,1,1,15,1,"huesca"
22075,"camporrells",5,NA,NA,2,NA,NA,3,1,NA,NA,4,NA,"huesca"
22076,"canal de berdun",4,NA,0,2,NA,1,1,1,0,1,2,NA,"huesca"
22077,"candasnos",11,1,NA,1,NA,3,6,2,1,NA,8,NA,"huesca"
22078,"canfranc",9,1,1,0,2,3,2,0,NA,0,8,1,"huesca"
22079,"capdesaso",5,0,2,0,NA,3,0,0,0,1,4,NA,"huesca"
22080,"capella",7,NA,0,4,0,1,2,2,0,1,4,NA,"huesca"
22081,"casbas de huesca",3,NA,NA,NA,NA,2,1,0,NA,NA,3,NA,"huesca"
22082,"castejon del puente",11,NA,4,2,2,0,3,2,1,NA,6,2,"huesca"
22083,"castejon de monegros",3,0,NA,NA,NA,2,1,0,NA,NA,2,1,"huesca"
22084,"castejon de sos",13,0,4,3,NA,3,3,0,2,4,7,0,"huesca"
22085,"castelflorite",0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,"huesca"
22086,"castiello de jaca",8,1,0,4,0,1,2,1,NA,0,7,NA,"huesca"
22087,"castigaleu",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"huesca"
22088,"castillazuelo",7,0,0,4,1,NA,2,0,1,3,3,NA,"huesca"
22089,"castillonroy",16,NA,2,4,NA,4,6,2,1,NA,13,NA,"huesca"
22094,"chalamera",4,1,NA,1,1,1,NA,NA,NA,NA,4,NA,"huesca"
22095,"chia",1,NA,NA,0,NA,NA,1,NA,0,NA,1,NA,"huesca"
22096,"chimillas",13,0,4,2,NA,3,4,1,1,0,11,NA,"huesca"
22090,"colungo",2,NA,0,0,NA,1,1,0,0,NA,2,NA,"huesca"
22099,"esplus",11,0,0,5,NA,5,1,2,0,1,8,NA,"huesca"
22102,"estada",10,1,3,3,NA,1,2,2,0,2,6,NA,"huesca"
22103,"estadilla",24,3,1,7,0,4,9,1,5,2,15,1,"huesca"
22105,"estopinan del castillo",1,NA,NA,0,NA,NA,1,0,NA,NA,1,NA,"huesca"
22106,"fago",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"huesca"
22107,"fanlo",3,NA,NA,1,NA,2,0,1,NA,NA,2,NA,"huesca"
22109,"fiscal",18,1,6,5,NA,1,5,0,1,2,15,NA,"huesca"
22110,"fonz",18,1,4,3,1,3,6,3,1,NA,14,NA,"huesca"
22111,"foradada del toscar",0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,"huesca"
22112,"fraga",718,46,100,119,39,248,166,156,71,25,444,22,"huesca"
22113,"fueva, la",13,NA,3,NA,NA,6,4,NA,1,1,11,NA,"huesca"
22114,"gistain",3,NA,0,2,NA,1,0,0,NA,1,2,NA,"huesca"
22115,"grado, el",9,NA,1,2,NA,2,4,0,1,1,6,1,"huesca"
22116,"granen",63,6,13,12,4,17,11,7,8,6,33,9,"huesca"
22117,"graus",114,4,19,32,2,24,33,7,15,11,76,5,"huesca"
22119,"gurrea de gallego",37,2,2,12,4,8,9,3,5,2,25,2,"huesca"
22122,"hoz de jaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"huesca"
22908,"hoz y costean",7,NA,0,2,NA,1,4,0,1,1,5,NA,"huesca"
22124,"huerto",12,NA,3,4,NA,4,1,2,2,1,5,2,"huesca"
22125,"huesca",2618,208,439,440,158,712,661,94,178,176,1918,252,"huesca"
22126,"ibieca",2,NA,0,0,NA,NA,2,NA,NA,0,2,NA,"huesca"
22127,"igries",22,1,4,3,1,4,9,2,4,2,12,2,"huesca"
22128,"ilche",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"huesca"
22129,"isabena",2,NA,0,NA,NA,1,1,0,0,0,2,NA,"huesca"
22130,"jaca",567,36,113,95,33,159,131,16,16,48,459,28,"huesca"
22131,"jasa",0,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,"huesca"
22133,"labuerda",4,NA,NA,1,NA,1,2,NA,NA,NA,4,NA,"huesca"
22135,"laluenga",4,1,1,NA,NA,2,NA,1,0,1,2,NA,"huesca"
22136,"lalueza",21,3,4,2,0,5,7,4,1,3,12,1,"huesca"
22137,"lanaja",41,1,6,12,0,13,9,5,5,2,29,NA,"huesca"
22139,"laperdiguera",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"huesca"
22141,"lascellas-ponzano",2,NA,0,0,NA,2,NA,0,NA,NA,2,NA,"huesca"
22142,"lascuarre",2,NA,NA,NA,NA,0,2,NA,NA,NA,2,NA,"huesca"
22143,"laspaules",6,1,1,3,NA,0,1,0,2,1,3,NA,"huesca"
22144,"laspuna",10,NA,6,3,NA,0,1,4,2,2,2,NA,"huesca"
22149,"loarre",7,NA,0,2,NA,5,0,1,NA,NA,6,NA,"huesca"
22150,"loporzano",7,NA,0,2,0,5,0,0,1,NA,6,NA,"huesca"
22151,"loscorrales",3,NA,0,2,NA,1,0,1,NA,NA,2,NA,"huesca"
22905,"lupinen-ortilla",11,1,3,1,0,2,4,NA,0,1,10,NA,"huesca"
22155,"monesma y cajigar",4,NA,NA,1,NA,1,2,1,NA,NA,3,NA,"huesca"
22156,"monflorite-lascasas",13,1,2,2,NA,4,4,2,NA,NA,8,3,"huesca"
22157,"montanuy",3,NA,0,1,NA,0,2,0,NA,NA,3,NA,"huesca"
22158,"monzon",940,58,144,157,65,276,240,77,124,59,567,113,"huesca"
22160,"naval",10,NA,4,3,0,1,2,0,2,1,7,NA,"huesca"
22162,"novales",4,NA,0,1,NA,3,0,NA,0,NA,3,1,"huesca"
22163,"nueno",9,0,1,5,NA,0,3,0,1,1,7,0,"huesca"
22164,"olvena",3,NA,NA,1,1,NA,1,NA,NA,1,2,NA,"huesca"
22165,"ontinena",17,NA,2,3,1,4,7,2,3,2,9,1,"huesca"
22167,"osso de cinca",17,0,3,3,1,5,5,1,1,NA,13,2,"huesca"
22168,"palo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"huesca"
22170,"panticosa",11,0,5,2,0,4,0,NA,0,1,10,NA,"huesca"
22172,"penalba",11,0,2,3,1,5,0,4,NA,2,4,1,"huesca"
22173,"penas de riglos, las",10,NA,3,4,NA,2,1,1,2,1,6,NA,"huesca"
22174,"peralta de alcofea",17,NA,2,4,NA,5,6,2,1,2,11,1,"huesca"
22175,"peralta de calasanz",8,NA,1,4,NA,2,1,0,1,1,5,1,"huesca"
22176,"peraltilla",3,NA,NA,1,0,2,0,NA,0,1,2,NA,"huesca"
22177,"perarrua",5,NA,2,0,NA,NA,3,1,1,0,3,NA,"huesca"
22178,"pertusa",3,NA,NA,1,NA,NA,2,NA,1,NA,2,NA,"huesca"
22181,"piraces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"huesca"
22182,"plan",12,NA,2,2,2,3,3,NA,NA,0,12,NA,"huesca"
22184,"polenino",5,NA,2,3,NA,NA,0,1,2,NA,2,NA,"huesca"
22186,"pozan de vero",7,NA,1,1,NA,3,2,1,1,NA,5,NA,"huesca"
22187,"puebla de castro, la",15,NA,0,1,1,3,10,2,0,0,11,2,"huesca"
22188,"puente de montanana",2,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,"huesca"
22902,"puente la reina de jaca",7,0,1,2,1,1,2,0,2,NA,3,2,"huesca"
22189,"puertolas",4,NA,1,NA,NA,2,1,1,NA,NA,3,NA,"huesca"
22190,"pueyo de araguas, el",3,NA,1,0,NA,1,1,0,NA,1,2,NA,"huesca"
22193,"pueyo de santa cruz",15,NA,2,4,0,5,4,1,3,0,9,2,"huesca"
22195,"quicena",11,2,1,3,2,1,2,NA,1,NA,9,1,"huesca"
22197,"robres",6,NA,2,1,NA,1,2,0,1,NA,4,1,"huesca"
22199,"sabinanigo",454,20,78,111,16,108,121,15,33,54,320,32,"huesca"
22200,"sahun",4,NA,2,NA,0,1,1,NA,0,1,3,NA,"huesca"
22201,"salas altas",7,1,1,1,NA,3,1,1,1,NA,5,0,"huesca"
22202,"salas bajas",1,NA,NA,0,NA,1,0,NA,0,NA,1,NA,"huesca"
22203,"salillas",3,NA,0,1,1,1,NA,0,NA,NA,1,2,"huesca"
22204,"sallent de gallego",16,0,6,3,0,3,4,1,0,1,13,1,"huesca"
22205,"san esteban de litera",10,NA,1,2,NA,3,4,2,1,NA,6,1,"huesca"
22206,"sangarren",3,NA,NA,1,NA,1,1,1,NA,NA,2,NA,"huesca"
22207,"san juan de plan",8,NA,2,0,1,4,1,1,NA,2,5,NA,"huesca"
22903,"san miguel del cinca",19,2,2,5,0,7,3,3,2,3,9,2,"huesca"
22208,"santa cilia",11,0,4,2,NA,3,2,0,1,1,9,NA,"huesca"
22209,"santa cruz de la seros",6,0,2,2,NA,2,NA,0,NA,1,5,NA,"huesca"
22212,"santaliestra y san quilez",1,NA,NA,0,NA,0,1,NA,NA,NA,1,0,"huesca"
22906,"santa maria de dulcis",16,NA,2,6,NA,2,6,1,3,2,10,NA,"huesca"
22213,"sarinena",206,12,37,47,10,54,46,49,11,11,108,27,"huesca"
22214,"secastilla",4,NA,NA,1,1,0,2,0,NA,NA,4,NA,"huesca"
22215,"seira",3,NA,1,NA,NA,1,1,1,NA,NA,2,NA,"huesca"
22217,"sena",22,0,3,6,1,5,7,4,6,2,9,1,"huesca"
22218,"senes de alcubierre",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"huesca"
22220,"sesa",4,NA,NA,1,NA,1,2,1,NA,1,2,NA,"huesca"
22221,"sesue",2,NA,2,0,NA,0,0,NA,NA,1,1,NA,"huesca"
22222,"sietamo",27,1,2,9,NA,5,10,1,4,2,18,2,"huesca"
22223,"sopeira",3,NA,NA,3,NA,NA,0,NA,NA,1,2,NA,"huesca"
22904,"sotonera, la",24,1,1,4,NA,7,11,2,4,3,14,1,"huesca"
22225,"tamarite de litera",97,4,14,23,5,27,24,17,17,7,51,5,"huesca"
22226,"tardienta",27,2,3,1,3,8,10,4,1,0,14,8,"huesca"
22227,"tella-sin",11,NA,0,4,1,2,4,1,NA,1,9,NA,"huesca"
22228,"tierz",21,NA,3,2,1,9,6,1,1,1,18,NA,"huesca"
22229,"tolva",2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,"huesca"
22230,"torla-ordesa",1,NA,0,0,NA,1,0,0,NA,NA,1,NA,"huesca"
22232,"torralba de aragon",2,NA,2,0,NA,NA,NA,0,1,NA,1,NA,"huesca"
22233,"torre la ribera",4,NA,2,1,NA,1,0,NA,NA,1,3,NA,"huesca"
22234,"torrente de cinca",24,0,7,5,0,3,9,6,2,0,16,NA,"huesca"
22235,"torres de alcanadre",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"huesca"
22236,"torres de barbues",5,NA,2,2,NA,1,0,NA,1,2,2,NA,"huesca"
22239,"tramaced",5,NA,NA,3,NA,1,1,NA,NA,1,3,1,"huesca"
22242,"valfarta",1,NA,NA,1,NA,NA,0,NA,NA,NA,0,1,"huesca"
22243,"valle de bardaji",1,NA,0,1,NA,NA,NA,NA,NA,NA,1,NA,"huesca"
22901,"valle de hecho",17,0,4,6,NA,3,4,1,2,2,12,NA,"huesca"
22244,"valle de lierp",6,NA,1,2,NA,1,2,NA,1,NA,5,NA,"huesca"
22245,"velilla de cinca",9,1,0,0,2,4,2,5,0,NA,3,1,"huesca"
22909,"vencillon",11,1,2,3,0,4,1,4,1,1,5,0,"huesca"
22247,"viacamp y litera",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"huesca"
22248,"vicien",0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,"huesca"
22249,"villanova",4,NA,1,0,NA,2,1,NA,1,0,3,NA,"huesca"
22250,"villanua",11,1,2,4,0,2,2,0,2,0,9,NA,"huesca"
22251,"villanueva de sigena",13,NA,2,5,NA,3,3,2,NA,1,10,NA,"huesca"
22252,"yebra de basa",1,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,"huesca"
22253,"yesero",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,"huesca"
22254,"zaidin",46,3,8,8,3,14,10,15,4,3,24,0,"huesca"
7002,"alaior",426,30,65,82,24,124,101,10,18,19,366,13,"baleares"
7001,"alaro",211,9,30,44,13,51,64,5,10,25,161,10,"baleares"
7003,"alcudia",1423,118,283,200,128,432,262,10,30,45,1317,21,"baleares"
7004,"algaida",224,4,40,61,11,52,56,2,9,21,184,8,"baleares"
7005,"andratx",576,34,106,104,45,146,141,4,9,58,487,18,"baleares"
7901,"ariany",17,1,3,4,1,2,6,0,2,2,13,NA,"baleares"
7006,"arta",329,33,53,64,24,87,68,5,23,36,249,16,"baleares"
7007,"banyalbufar",13,NA,1,4,NA,7,1,0,1,0,12,NA,"baleares"
7008,"binissalem",359,22,53,90,15,80,99,8,36,29,275,11,"baleares"
7009,"buger",57,3,15,14,3,10,12,3,3,6,41,4,"baleares"
7010,"bunyola",250,15,37,44,13,70,71,4,15,17,202,12,"baleares"
7011,"calvia",2705,193,570,448,183,717,594,12,77,120,2410,86,"baleares"
7012,"campanet",101,9,15,22,4,29,22,2,4,8,82,5,"baleares"
7013,"campos",421,34,72,68,30,122,95,2,23,46,331,19,"baleares"
7014,"capdepera",675,59,129,101,70,199,117,6,15,46,595,13,"baleares"
7064,"castell, es",468,19,83,75,19,150,122,2,22,32,406,6,"baleares"
7015,"ciutadella de menorca",1334,111,239,210,92,384,298,10,66,80,1134,44,"baleares"
7016,"consell",161,10,21,32,8,47,43,NA,13,10,129,9,"baleares"
7017,"costitx",59,0,11,16,4,17,11,1,6,3,47,2,"baleares"
7018,"deya",14,NA,5,1,1,3,4,NA,0,NA,13,1,"baleares"
7026,"eivissa",3012,190,792,486,156,918,470,20,74,301,2581,36,"baleares"
7019,"escorca",1,NA,0,NA,NA,1,NA,NA,NA,NA,1,NA,"baleares"
7020,"esporles",176,9,39,30,8,43,47,4,11,10,138,13,"baleares"
7021,"estellencs",5,NA,0,2,NA,1,2,NA,NA,NA,5,NA,"baleares"
7022,"felanitx",882,67,169,141,56,248,201,26,38,107,692,19,"baleares"
7023,"ferreries",139,17,16,26,14,38,28,2,9,4,122,2,"baleares"
7024,"formentera",311,24,75,58,16,92,46,12,9,30,258,2,"baleares"
7025,"fornalutx",14,NA,3,4,0,4,3,NA,0,1,12,1,"baleares"
7027,"inca",2269,158,412,364,157,649,529,52,146,209,1741,121,"baleares"
7028,"lloret de vistalegre",70,1,11,16,5,13,24,6,6,6,48,4,"baleares"
7029,"lloseta",401,25,61,76,21,105,113,8,36,40,301,16,"baleares"
7030,"llubi",120,7,25,28,4,22,34,4,4,14,97,1,"baleares"
7031,"llucmajor",1843,115,333,352,98,470,475,17,63,157,1549,57,"baleares"
7032,"mahon",1655,99,321,279,93,483,380,29,62,141,1377,46,"baleares"
7033,"manacor",2360,162,414,380,177,730,497,34,147,202,1834,143,"baleares"
7034,"mancor de la vall",49,5,7,9,3,17,8,1,1,4,43,0,"baleares"
7035,"maria de la salut",77,7,16,17,0,20,17,1,2,8,62,4,"baleares"
7036,"marratxi",1438,129,206,236,73,351,443,14,90,72,1183,79,"baleares"
7037,"mercadal, es",160,6,32,18,8,55,41,1,5,7,145,2,"baleares"
7902,"migjorn gran, es",44,3,7,6,1,19,8,0,4,2,38,NA,"baleares"
7038,"montuiri",106,4,18,30,1,24,29,0,3,14,78,11,"baleares"
7039,"muro",340,22,65,67,31,83,72,8,22,32,266,12,"baleares"
7040,"palma de mallorca",23905,1356,4569,4723,1189,6218,5850,235,920,2016,19519,1215,"baleares"
